01ff7744 02faf2b0 02016a6e 02f7e139 01fe798e 01fd339d 01fd907a 01feeacc 020302cc 010117ad 02f783e7 01022918 00ffb0f5 02f921bf 00fee97c 02f62263 01fae28c 01ffdc99 01ffb13f 01ffcedf 01fc7fa5 00fe702b 01fb7fa9 00041cf1 02fd6dbb 02f7f861 00fe6be4 0101d80f 02fa0893 01fe281f 01032792 00ffe761 02f8291b 0105e0b2 0102866d 0005bd6e 00ff5f29 01fa2e76 01022d0e 00fc84ab
0200d21c 01004779 0102c17e 02fd7a72 02004813 01ffd21a 0102ad53 0101228e 01046c9f 020018e4 02fc525a 00064a6f 01009256 01fbc4e9 01028af1 02f7f23f 00fda544 01fff326 00048647 00030250 00ffaa8d 01014fb4 01fb48ca 00068e30 020009c3 02fac9cf 010018ed 01058ea6 02f983e7 0101f5da 020071e2 01042e14 01fcc534 0105881e 0101d08f 0103c889 01023412 02fca106 01047094 0100ccfb
010058fb 01016a51 0103684a 02fac808 020262cd 01000d05 01ff628a 01003d66 0006c521 0100a3a7 02fc842b 0008aa9b 0104f052 02fc4a54 00035e62 01fa716f 01fe8086 02005bde 0202c726 0104798f 0103d418 01009b7f 01fc9ad3 00064f26 01fe9499 02fb6182 01ff2040 00046168 00fdeb1c 01fb5eec 02017946 0103dcfe 02fc5cb9 0009b4b1 0003cd9a 02010725 01024cc7 01006e4b 00072f82 00063995
01fe0850 01feac5a 01018dfe 02facf15 010152fb 01feeead 01ff48ad 02fc6cb3 01005a97 01fe5140 01fa4bd7 01022826 01015a86 02fb294c 02fcc9bd 02f88778 01fdbbe2 0100fdd0 0101d0ca 02025663 01fdd2e1 01ffe950 02f66c9d 0002c5df 01fb3c4e 02f99249 02fba068 0003024c 02fafa74 02fb2075 01ff2541 0100540b 01ff79ca 0003a576 0102259c 02fe6411 0101d181 01f9e2de 000508c4 01fec8b3
00fe5ebf 01fca54a 01fdf2e5 01f9d144 00fd3231 01fc6871 010025df 00fe97f8 01049e61 01011c21 01fce9bd 01ffb5d3 01ff772d 02f8534e 00fffe1a 02f67847 01fdc3b4 0201bdcf 0102e986 01ff9c13 01016d29 0101fc84 01f9b71b 010587ef 01fdaff8 01fa9e84 00ffe6ae 010178f9 01fb0408 00ffd5ab 01fcbca9 01026517 01fd48e0 0105e3cc 00fd705b 0100f59f 01014cc4 02fa03b0 0105df4a 0101eecd
0101652d 01fdf5b2 0101559a 01f8ecee 00fef686 00ff31e4 01fe591b 01fdc00c 000270a3 01fe711f 02fcfe90 0105b8c6 01053a93 01fdf824 01017099 02f70054 02fd40bc 0100e1a0 0100d88c 0201479f 0100240a 0100793e 00fc7603 0105b5b1 00ff416e 02fa938d 02001a3a 01036bb7 01fd2067 01fd8d0e 0100af44 0102a715 00fd5267 01041fcc 010176f2 0103af96 0100809e 01fa301a 000414d2 01018e92
01018a2b 0100493d 0200dfc8 02f9fa35 01011663 01fe6bf7 01ffbcd9 01002a04 02017367 02005db3 02018a69 0006e67b 0103254e 01fc9812 01054682 01fb061d 01fd0e1e 0201c8e2 0201ebf0 01fe42e0 01ff1fd0 01054a4a 01f9130c 01079531 01ff03ac 01fdb2e8 0102e98c 01028339 01fb2e67 00ff9b96 01004e52 01032383 01fafcd9 01063d3d 02022d8c 0202b32b 02013c60 01fd109c 0105b54b 02006d35
00075cba 01014c75 010459ba 01fe658b 01030f4e 00051c89 0007c015 0103514d 0106d2e7 0103a285 00ffdf9e 00088820 01062d5b 01fff7bf 00067a49 01fd7353 02004b06 0106a3de 000992a1 0104bb60 0205d511 0009ede4 00ff402a 00082248 0102bfdb 01fc23cb 02025d5d 0007f38c 0100c6ac 0100b576 01048a37 010691f0 010086d6 00092033 0105225f 0106b9d6 010471c4 00ff1508 000af5bc 0102fccd
01ff4db1 01fb149f 0101d77c 01fd090d 02fd4b6f 01fc875f 01fd1f2b 01fd841b 0100903c 00fe4025 01f9c648 0104b3b4 01007eb3 01f9b457 01ff540f 02f5d785 02fa2f9d 00fd0f64 0100cb35 00feab8e 0200c31d 01fc259d 00fb6136 01039fe8 00fc376a 01fa6cbf 01fcb37a 010075ed 00f9f501 01fdaef6 0101c799 01ff7178 02f932b7 0101e799 00ffc740 01fd1be0 00fec961 00fbe831 0102239e 01fe11ae
0100c980 0102eca1 0200e2ef 02faba5c 01f9c220 01feda29 01fee024 01fe4018 02000917 00ff8377 01fc070c 00055223 0103780d 01fd0501 02000b18 02f90900 02fab54d 020411af 02044de9 01fd030f 01ff9f27 01fe647c 01fd111f 01050860 02fedaf7 01fb3e58 01fbed81 0100703f 02f9c5b7 01fb6fb1 01041c5c 00ff92d1 01fbfa10 01063d62 01023c7f 01ff8eaa 00ffb007 02fc04db 01069846 01fc3525
0103926f 00ff642d 01037401 01fd1ed5 0103061c 0202e44d 010338f6 0101fc16 0104b18f 0201d949 01fef06f 0006a7e4 01050a7b 01fcb6bb 0004a1a0 01fbdfe2 01fe8213 01043f76 010348dc 02050e77 0201cb7d 010491a2 00fc8b4f 0007c8f8 00036480 02f8b107 0001ef42 0006ece7 00fc4584 0003c569 010233a2 00042137 01fdcb1c 000965a3 0104118b 0004749e 01ff5c70 01fe04d6 00074281 000533e6
00027499 01012e34 01045118 02fa5592 02044281 000501ad 01017745 0101ff33 0100eb9c 00024896 01fdff51 00047209 0102562a 00fd427d 01032787 01fbd758 02fc648b 01027f66 010479b5 0200a317 01023d3d 01029c55 01fd2931 010920b4 01007f8b 02fb2ef4 01ff2319 0107961a 01fdfea7 0100adcc 01ffe4da 0103e01b 02005fa6 0006d8d3 00034c5b 01037cd4 0104314b 02fa8289 00071f43 010075a0
010292ef 0200e37a 00048dd9 01fa6c8f 01ffddf2 01fe8043 01fff663 02017b10 01024273 0101becc 01fd7ef3 00062647 000597d6 01fdd563 0201609a 02fabd7b 01ff9e56 0100108c 0004eafb 0104ec80 01034459 010627fe 01fc3811 0007d2cb 01ffc3d3 01fd089a 01ffe87b 0007a901 01002811 02010187 0200acd9 01059500 0200a716 01093fec 0102dcab 0101b2c5 01ffae10 01faec25 020472be 02020dc9
01010a20 01ff38eb 020086f7 02f97f9e 01fd67e6 01fc8fbf 01fdfdff 01016a45 01fecb74 02fcb4e9 02fbf558 00056011 01026a50 02f9ee55 0100530f 02f605fc 02f94c63 01fefe0f 01ffb01c 01fe3d3b 00ffecc7 010192ea 01f9d257 0100d5c4 00fe11ed 01faff6f 01fb44a2 0003f5d0 01faad1a 01fdf0d0 020071ea 010360a8 01fb56bc 0104f033 01ff4ebb 00ff2fbb 01025240 02fbdab4 00065c06 01fdfe75
01035f96 01010bbd 0103c645 01fa2354 0100f4ef 010414d9 0100c0d6 01022577 01001a48 01ff4730 01fefa39 01041f34 01033348 02fc3842 0104ade9 02f9d771 02fdbacc 02fd7479 0006316a 02023868 02025459 0100fe07 01fc37b7 0005909f 0101580c 02fa41d2 01fd9b2b 000514c1 01fb8996 01ff0411 01ffe41e 010311ca 01fd255f 00052407 00058f5a 0101dc36 00fed3a9 01fc11b5 0003946f 0100a81b
01045a65 02017a66 0102affb 02fc69f1 0202eab5 01fe6905 00ff1ab5 01ff2998 01040c0e 00043059 01ff5c3b 0102b706 0104f2cb 01fd2453 02001c22 00fedd9b 01fe121d 010399fc 02022603 010062a1 01005e23 010125e8 01fb54d0 0004e315 01fd4c1b 01fd7c80 00ffc5b3 0002da59 01fe5a87 0100f478 010283c0 01022b0d 01fc6ec8 0005660d 0101548e 0002f163 0002a23b 01fe5e83 00036246 01008dd5
01fbb2b2 02f9799e 020061be 02f58350 01f78ee6 02fa6c53 01fc46f4 01fa175d 01fca299 01fb3601 01f8d1b1 01fff33f 01fcfaf8 02f76a32 00fd7102 02f635d0 02f64cc7 01f98fbb 020042e4 01fadbee 01fc9bdf 00fec5e7 01f806db 00ff2c25 02f75f5e 01fb2073 00f9b182 00ff9b30 02f7cd2f 01f91b78 01fbdee3 00fe86a2 02f5cd5f 00ffa74b 02f9b94f 00fd5d5c 02f9bd6d 02f56207 00fec716 01fb7cc9
0100e958 02fe100f 010282ad 02fb4453 0102618c 01fdacc0 02fb3f3f 01ffc2a1 01fd14b1 01fe7ab3 01fcad4c 01049081 01025200 02f97620 020115ae 02f9a7ea 01fe4281 00ff7dc0 01fec9ed 01ff6cbd 01fd6c6d 01fea031 01fadb4a 01ffe995 02fb89e9 02faca7b 02fd4f13 000554df 02f90d79 01ff0006 01ff6548 0101704c 01fa1aeb 0003bd19 01ffc2d4 00ffa372 0100188c 01fce53b 0006273e 0100d6d3
01055577 00016a4d 000616c6 01fd9dce 02021b9d 01003bfb 01ffe2de 01fe8967 00063e32 0001ca00 01ffc0a2 0104dbd2 01030a0d 02fc6de7 020175ee 01fd4f15 01fd9eb9 0103a3b3 0205ea60 0103ce23 02025d33 01029db3 01fc3435 0006feed 0100fbbc 01fe0a61 0100e45e 01015b5f 01fc652b 00ff0a66 0103d146 0104a47e 01fe9547 0006353b 01013f52 010278cb 0002d1b6 020058f3 000701fa 0103e069
00ff66ec 01feb83e 0104c8f1 02fba1af 00ffdcab 0101a24a 01fde1c0 01ffced4 0203375f 01015c7a 00fdfada 00048869 010310c5 01fc73b7 01044e80 01fa53ba 01fe3f29 02003ab6 02029ecb 01047e37 01ffa956 0102c3be 01fd1f62 010578ef 02fd6315 01fc8547 00ff1335 01058ebb 01fde18b 01fea0a6 01024598 01037bbd 02fc5a96 01057abb 01ffc519 0104d4e0 02005362 02fbbac6 0005459f 01011c9f
0006d3ec 01029664 010562fc 02fb0813 0103de2f 01fef2ec 0103e9b6 01ff4c32 01026b23 010289f7 00feb3c3 0007f79a 0105235e 01ff017f 0102af53 01fc7a1e 010055e3 01048256 0105919b 010643a8 0203aa45 0106d1ee 01fcc8e9 00073087 0100beb3 01ffbc72 010135f8 0006ea9a 01fddad0 0101c335 010224c3 010420f1 01fe9e45 0008c910 0104e2f8 0105980b 0103aaa7 01fd2948 000c0d6d 0200690a
0104e4e2 01fdd40f 0102614b 01fe7c89 0103d68c 01006cba 01ff6cd3 0002571d 01039759 01fff077 01fbd9bd 01049528 020226a9 01fc9873 020089f3 02faddb2 01fe2213 0100e8be 010323af 020137c6 01fe7f3c 01023f8f 02f98481 01048ee2 02fc98b2 02fddd73 01fe808d 00040a11 01fd49fb 020071ee 0102378a 00061332 00fd180a 00062586 0002a1b3 0101ffcb 0200a695 01fc064c 0007cea1 0100bfd3
0102ef91 01016029 000614e3 00fb7016 01014488 01037706 01fef1bc 01ff3860 0103be8e 0201e539 01fe415d 01071790 0101d02b 02f9c826 01009e07 01fab944 00fecaab 020082ae 01021c0c 02021fe4 0101a631 0004dc79 02faf527 0005b0b1 01ff5dc2 01fd1584 01fd214a 0104d457 01fc1541 020116cb 0101f0de 0004a2bc 00feec98 000883c6 01052841 0003ee10 0102aef9 01fbf29a 0008a388 00ffd50b
01041d48 0103921e 000622b9 01fcb371 01024184 010261cd 000249fa 010233a8 0007577f 00037624 010173c3 000bc982 00076eef 00ff07c6 01075e0a 02fc2a10 01021325 0102df36 0107e2c9 000497e2 0103dc86 0105262c 01ffc08f 00077772 01028773 01fe28d7 010423db 00076c51 01007380 0100a1aa 02033cb8 0105e9d3 01fe8a9c 0009c0f0 00052112 00072962 0006edaa 01017485 000b6c76 0101bd4e
01fe64a1 02f8ffed 01000227 02f8f849 01fa044c 01fb3ca1 00fea976 02f8d437 00ffe275 01fd938e 02f99f51 020113a5 01fbe191 02f796d1 01fdc22d 01f62ba6 02f7a025 00fcfa6c 01fd0d7a 01f9c87f 01007743 01fc8568 02f6201e 02002db7 01fc2a19 02f8db89 02fadea5 01fcfee8 02f57c16 02fa4136 00fcb25c 01fdf447 02f8686e 0103276c 02001df2 01fd82a5 01f9f0ed 02f5af9f 01025293 01fc483f
0103de9d 00066092 00054d4c 00fd4060 01052f8d 01068ce1 0002ae07 00071026 000940d3 000a1799 01ffac6f 00088d5e 01059a08 01fc0ce2 0007243c 01ff2637 0202486f 0005fd81 0007bd81 0005b59b 0108594d 0107503c 01001d4f 00083865 01008804 01fea8ba 0203852f 00067959 0200b0bd 0104a3e6 0103c4af 0008fbd5 02005d4c 000b4c0e 0006e652 000936b3 010541f0 02fd8f6c 0009da14 0005d796
0101517d 01ff5432 01fe1eb1 02fd0a38 01ff9c9f 01fef727 01ff966a 01fc78be 0103d970 01ff5d4d 01fa863d 01019354 00ffcf60 02fb6ec3 01010cea 02fa1e18 01fa35cc 01ff8115 0204dd51 01ff223d 02018cbc 02008cb8 01f8cf1b 000320a4 01fcb8b0 02f93d5b 00fdf540 01fe6c4a 02fb621a 02fa8624 0002ab24 0200a506 02fb99bf 0005a658 00037fc6 0100d413 02fc870c 02fa0970 0105180e 01ffeff4
0101b3e3 01fd03c2 02001950 00fe4e52 01036371 01002119 01fd93d1 02fbef24 0101b6f6 0104b459 01fe115b 010414fd 01032ace 02fa9157 010123bb 01fb7707 01fca7dc 0103e823 00ffcbbc 0202ad5f 01001123 0002a172 01fbf87b 0105478f 02000686 01fb7e98 0100573c 0102ebbf 01fbe4b3 01ff1157 00ff3b8b 0101315a 02f86caf 000a1a94 01002d25 000590d7 01016f71 01fb1146 0103e6de 0103ab37
00098f68 0008e802 0009c657 0002ec26 000add9e 00073524 0107989d 0009da9e 000a4e77 000b70d5 01057eba 000c1c21 000c01c9 01033a2e 000be9dc 010341e8 0003c886 0007fa89 0107e82b 00093c64 000aa16f 0009d595 02001719 000e7762 0005e8de 0102e18c 00082346 0009c27d 0103be86 00078504 000b1e06 0009ff60 0005c7f4 000e517d 00094fb5 000ab4e8 0006d898 000473d6 000fc858 0107da1a
01034712 01fddb65 0102a7c3 01faa123 0100f2c3 01fd8d43 01ff48a1 01feb698 010261de 0202cb24 01faa43e 0104212f 0102f085 01fcc403 01fcb43c 01fd6899 01fc9cf7 01ffcfe3 0102ccbc 02013090 01ffdb7b 01047180 01fb0828 0007a934 0101d2e8 02facae1 01fd3e47 0006ea70 02f8d237 020238a7 010348d7 0104b58c 01fc9875 01071b91 01032d4d 01020b3a 0102fd7f 01fb9d52 00050d58 0100083c
010494f8 01fe78ca 0101d6f3 01f9bb86 01ff4cec 01fdd3b3 01ff1eb8 02fd28f6 0102ef7d 010264f3 01f9e1cb 01018634 0101a661 01fab3e2 00ffbcdc 00fb33d8 01ff42f9 0100c583 01027691 0201252e 0200b213 00052193 01f8ffc9 0103354e 01fcce46 01fb09cc 01ff04b7 00035325 01fae2dc 02fcd202 0101f1a7 0100af6a 01f9cd57 000558d8 00ff280e 01022bfc 0103e309 01f95f9d 00059871 0100336b
00fea1b6 01ffd997 01017d3d 01fe40e6 01ff0c6a 01fe14f8 02007ddc 020147a1 0002c026 0003c3c3 01feef7d 00067e30 0102183c 02fa2b73 02009afd 02fc1fff 01fc52dc 01009e25 01046fd9 0002fe78 00feffe8 01034c68 01fbec29 00067bc2 02fdd37b 02fab764 01fea4d7 00042352 01fdf1bd 0200204e 01024fd8 0102e2f0 01ff0bb9 00079c27 00fffe00 0101dc52 0001f1e5 01fba6c5 010333e6 0102555d
010361a1 01ff65f8 0104d189 02fa4f24 01fe7b33 01fe0585 01ffab44 01fd74d4 0201219a 01023cde 01fdd219 0102259b 01028146 01fde6be 00fefee2 01fc282a 01fc2dd1 00fdefd2 01056034 0200c7a7 01fdc0eb 02020eae 01fabc61 0007ad0f 01fde1df 02f9ca4d 01fec0fe 0004445b 02fac86a 01fe6eba 0102a151 0102e073 02fab049 00047765 0101925b 02005f48 01016d09 02fc5d37 00043bd6 01fceadb
00026419 01fe3e29 01042656 02fcbe6a 01fd5fbc 01007f58 020078c8 01fe6c07 020250ac 01004f1a 00ff88cd 0102fb57 0103efc3 02fbd657 00ffc70e 01f9d373 01fefc6f 010276b7 0205af01 01033efc 020032c6 0102a8ad 01fbbd3e 0006e6cf 0200a25d 01fbf778 01ff22b8 0003324b 01fcfc7b 01fe69e8 01012d85 0101b4fe 01fd2cde 000564e6 0103fada 020088ff 0101db63 02fc9fe0 010570d4 0201e5b4
0200397e 02fb34e5 00ff52c4 02fa7b1d 00ff66cb 01fcb77b 01fe1373 02fbbade 0100f749 01fd4cab 01f6feec 01011460 0100dd7b 02f9f6ba 01005454 02f55a29 02fa8119 01019b5d 0102d2ef 01fc06e9 01ff9343 01fea44a 01f853da 000515f5 01fd7ca7 02f706a6 02fd20df 0100986c 01fb2323 01fade14 01ff5717 01fee04a 01fc5812 0002abe5 00fd7dc5 00021c67 01fca1c2 02f9745d 0002db0a 02fafa36
0104dbe1 0101c2eb 010417a7 02f9ea5f 0101262f 02014acf 01026dd5 010135ae 01035e0e 0202a8de 01fbef7e 0106f064 0105d399 01fe4239 01011e4c 01fe6a3b 010212b3 01026420 0104f1f0 0202dd06 01fee6ca 0103c5dc 00ff8491 01076cfb 00ff2571 01fce178 0101a176 00069a23 01fc45e2 020063a0 01019158 0104fcdb 00fd1237 0007b0d1 00055676 00062275 0203dff1 01fdc3cb 000a7f69 0101246e
01002af5 02fc55fd 02010bcd 02fb1c03 020001ff 01fe6e2f 01ff11e4 01fdc248 0200cd15 02fc774e 02fc5b97 01041c95 0100af5d 02fb66b5 01029da7 02f8f320 02fc18d0 0103b495 02015688 01fe2ec6 00ffdeb8 00ff2e28 01fb0478 01040b72 02fdb778 02fa9b5f 01ff6cc7 000107ac 02f9303b 01fdf162 01fd95a9 0101b0aa 01fb9c99 0006af9b 01030ee1 01fe1338 01fdfe16 02fbaf87 00055c7e 01fdb8a4
02035716 0101230c 0103ec4c 01fe775c 0104f6e0 0103ba5a 00fe6ce0 010271ca 01030a08 010391c3 01fa3f3f 0107f835 0106f8e6 01fd2168 0104aff1 00fc0f72 00fe92ba 010350a1 0102d74b 01022631 0201bed6 02013302 00fc3677 01067ebc 01007773 00ff7c7c 00ff3e82 01030259 00fc1b50 0101486d 0101636a 01041dbf 01fe5999 01071f62 0104a4e1 0103c231 0202d055 00ffcdb7 00090146 01036c2b
0004b279 010045d4 0103ec6e 010318f6 0101aee4 0202d6cf 0106a230 0003ecf2 0107fce7 010257c5 01fdfe33 0109e1d5 01055607 00fe6b57 01037b19 00fd62ce 01013071 0104c7f2 0107bf01 02022313 01042dd0 0106cf95 00fd316f 000a94d6 010214aa 01018bb9 0002c358 0105bfd9 01fea562 01033159 010363cd 00026873 0101d562 00089c2f 0104985f 0005ee48 0104fee2 01fd6419 00094a8f 010205a1
0009774c 0104ff61 010863dd 0200e155 0007a33d 01055a91 02042a4d 01059908 0107369a 0007a6b7 0100d9cd 000bf2fb 01088bf8 01011d4e 0006522d 010049d6 010290ea 01061d7b 010854d3 0106a8ee 010582b1 0107cbed 0101ab10 000b8ec7 0102ec81 0100fd4a 010424ac 000c38c8 0103e7f2 010507ef 000681aa 0108baa3 00051df5 0009edee 0105e0c9 000879fd 000788f8 02fbd941 00087c98 01039aea
01077457 01063fd4 00084c8d 0101aac4 01094c32 0107f3be 0005fe5b 0007f734 0006f9fe 0108cebc 01024e3b 000cbe90 00093595 0100122a 0009d6aa 0200893e 02011e46 0003a61c 0009de50 010706ba 0107cb12 010750a0 010277b4 0009e9a1 01053e28 0102f3a5 0104c20c 000b75fe 0005cfe6 0108f0e2 01076d9a 000ae746 01053f2b 000b0bec 01057912 0106dbb5 0008dd77 01061b6c 000f22bf 000755d8
0102fc3b 02001599 0006f0d1 01fbd1c9 010432a6 01035f70 0100edbd 01010d27 01023788 01022e5e 01fe7b84 0006f1b1 010495a0 01ffb6d0 0103d67c 02f9eec5 02009f0e 0101dca0 0103dd6e 010484a6 010232aa 01057172 00fd66ae 000ad4ce 0200af62 02fd8b88 0002e881 0004e066 00fcaffb 01ffc453 0102beff 00039708 00fd54af 0007412d 0103cbcd 00043863 0005722a 01fab35b 0006128e 00052202
0105a80c 01016e86 0107d904 02004e3e 0104db07 01065168 010398fd 01012d11 01046e25 0103f86a 01ff4a3e 0008633f 01073686 01ff96c5 00045bd2 00ffd2c7 0100b5af 0105ecda 000850d4 01065938 01063e2f 00068d84 010143cd 000b0fb0 01014be4 02fb013b 0101fd23 00082126 00fec0e7 0100fe19 00065f7c 0004c2a4 010076b0 0008e199 000a0b8c 01058c31 000704d0 01ff0307 000b6e6c 00062eda
01010a10 02fec7f7 00ffabeb 02f8881f 01fedd9a 01fc2f62 02fe3151 02fde787 0103b4b8 01fe4859 02f9b026 010149a5 01ff2f95 02fa4b93 02003592 02f8af29 02f8937b 01fe1083 0103e3c2 01fdfd61 01fd0b2a 000424a6 02f7c1d2 0101bdca 02fc54be 02fb2026 01fca88b 01038204 02fb6ca2 01fa878f 01ff0f6b 01015fe1 01fc89c7 00079c15 01ff058c 0100467a 01fc6740 02fa6a13 01044e92 00feada5
00065544 0002d5b9 01062da0 02fd779f 0003fb18 0102ed96 0101ca6b 0202ae2d 0008323c 010281da 00fee59b 0005d692 0104df55 01ff9f78 0100ac3a 01fcfe59 01fe8dff 0103e98e 0204cfa8 0103b48a 0204640f 0103aa58 01017290 0007819e 00ff7740 01fa6162 0100ac6f 0103e8e4 01fda927 01014af7 0101d3ec 01046c29 01fb6847 0008c2ec 0104bdcf 00086e53 00034a01 01fd67c7 000b029a 0103ec8f
0106ae47 0004b645 01037710 010080f0 010811e1 0105b735 0004d8ec 0003505d 000937d9 0103f80f 00fff27d 000a1899 0104f215 01ff0008 000715a9 01ff5a5a 01fef9cf 0101a4fc 0008705e 0008cec3 010551ac 0104d422 00ff5049 0006b944 0103d222 01ff51e8 0002b494 01035156 01ffcb5c 02033572 0103c480 01034b86 00ffa2c1 00094aea 000710f8 00066171 0103e456 01014daf 000b5ad8 0004e1e6
0004a3e0 0202e9da 01047647 01fcea6f 0100c82f 0006f4f2 0202e1a0 0200a0ad 0106f843 0103464f 01fce6be 0005c625 01079c28 01fd9429 0103db07 00fd5264 01fe6854 0204320e 02071416 0102f524 020317ad 01043878 01fe8745 00080e91 01ff18ee 01fc60f2 00ff4ea5 0106d1d9 01fed09e 01fe644c 01033327 0106884c 02fa92b8 0009c7c3 01045c3a 0105ef67 0003a7a6 00fda14c 00099306 0102ff28
0104ee84 00ffb850 0107bc41 01fdeef8 01026578 0200730d 00ff90b2 00056c8d 01014305 0104c445 01fd5bc6 0008370c 01049102 01fec790 01027c2d 02fcc62e 01ffbffe 01021888 0100eae4 01036d7e 01025396 0106c690 00fdf244 0106933b 02fe58e5 02fc2ff8 01002223 0008e0e3 01ff7327 0200da80 0103b3b1 00074de6 01fb3562 0007b744 01042c2f 0101c30d 01039fa5 01fc418c 000686b9 01041634
00ffe4ed 02faf051 0101e7ca 02fb2452 0102d6c6 01fe6bc0 00fe5fe7 01fd8488 01ff5832 01fe28b0 01fe71b0 020092ea 0102431e 02f8523d 01ffd2cb 02f8df0d 01fd0145 01008530 02008a4c 01ffc588 01012144 0100b44b 01fc02df 00034540 0200fae0 02fadc52 01fd8f61 0002f96f 01fdea3d 0100cc81 00ffca9f 0102aa0c 01fdfee7 0003ceee 00feb786 01005d09 00ff8f55 01fc7030 0005c345 0200d3b2
01037538 02fc605d 01030351 02fd69c9 01ff8ebe 02fa547f 02006ac0 02002a93 0202358c 010045d1 02f916f6 0005af9f 00ff4833 02fc1ceb 01fe41c5 02fbf31c 01fac28f 02008b48 020057d0 0101b534 01fe680b 01002dfa 01fe352a 00073b66 01fcf951 01fc836c 00fdd5c3 000635c8 02f929a5 00ff63a0 01fe5b11 0101cfe5 01f9e2f2 00097adf 02012988 0101de98 02009907 02fb1318 01060b7a 02022357
01fef656 01fc1f7b 01007a1d 01f980b6 0100e420 0200b7e3 020049fd 02fe6950 0102fe8b 0202753b 01fadd0a 01045079 00fff95b 02f6cc42 0101d338 01f9ac4d 02fab7ba 00fecbe3 01037061 01ffc60d 01fe1611 0101e5cf 01fb90f9 0005e3fe 01fec2f3 02f94bed 01fef64f 00029101 01fba2cf 01fd5a06 00ff16ee 0002e81c 01f92000 0103c97a 0200af6a 01034ea9 020228ca 01f9e90b 00071f39 00021042
000173f1 02faf300 0201b419 02f8f0c2 01fd5526 02fac246 01fe1f97 01feabc9 01feeea5 02fd8da5 02f8a849 01014436 01fcda6a 02faa24e 00fd35c6 01f8fe44 00fe8fe1 01fde7b8 01ffd1de 00fcc48c 01ffe950 01fef1ce 01f9b8e7 01038c09 01fc6b0f 01fb67d6 01fe86ce 0100d7c7 02fb38ed 00fd0efc 02002b09 01fb4e27 02f8d18f 0103129e 01feb2c8 0200c45a 00ffa8b9 02f7cd2f 01012934 01fc09eb
01069bb8 01023910 0008007e 00ff64e2 01055e2a 01061122 0202c1f2 0004a4f2 000790ed 0105b561 0201e775 000a8f65 00076de5 0101ba66 000866b6 01fe28b3 0102caa1 00069aef 000884db 01094446 01050c12 0006f014 00027231 000cf9af 01028fa9 01041e6b 010236af 000aa857 0101e50b 01fff613 0106ae3c 0008a32b 01017362 000b923b 000a69e6 01058bb3 0103c4dc 0101e178 000e1d5e 00085551
01026c8e 00febd8a 01012c82 02fb2831 01008de7 01fffe98 01fd94e9 01fbe920 00ffbd97 0200aa9e 01fc62b8 0203661f 0102f21a 01fcbe9c 00014a93 02f7dc73 01fdbfc6 02002af2 0201ed61 0200774d 02011119 01fda2c3 01fb7f25 01049716 01005c5f 02fa07d2 02fced50 0103a791 01fb9d2f 02fbfff3 00025e2e 00031c9f 02fa00fb 0003b025 01013d4c 0102dd37 0101817f 02fab71d 0005c1bb 02018cae
00fec0d4 01ff9439 0103afb2 00fc523b 01003fad 010263e8 00ffe505 02005a85 0002d94f 0101b066 02002e3b 0202963b 01042f68 00ffbb66 010171fa 02f9f92b 01fe0e5e 01fe7554 0003577c 0103be60 010307f9 0102b7f5 01fb13d4 00058d47 01ff6db3 02fcd0de 01fdd0d4 00079847 01ff6db1 01fe6d8a 01ff2bf2 02022f30 00fc6dc8 000591ff 010284ff 0101e3bc 01024854 01fc3ff3 000924b0 01023ca4
02003946 01fe6c44 010290f9 02fb4556 0200805f 01fffa1c 01ff86ff 01fd53b3 01057a28 010095d3 01fb0799 010336c9 01011273 02f9fd79 01fe5071 01fbf673 01fc41f2 01ffe11f 010181b3 01fe4196 01ff01a2 0103a93f 01fc4756 00099051 01fe6efe 02fd0c71 01fe34f0 0007f6ff 01fcbd28 01fe2ca6 01000da3 0102e22c 01fd4bc7 0007043c 01049b6d 00036aaa 01000d48 02f98bd5 0104d3cb 01fe82aa
01fdb933 01fbf4bd 01fef0de 02f9ba63 01fc09d6 01fe62d9 01ff5a04 01fc2d1a 0200ab1b 01fde07d 02f94624 0102fbde 01019346 02fb429c 02014de4 01fb45c3 02fa51e4 02002a26 01fe1e9e 02fb3883 01fe9b1a 01ff8c4c 01f9f308 0003e316 00fe99c4 01f8f851 01fb6cc4 0003a1f5 01fc43d4 02fb3f2f 00fe39ad 01ff71c5 01fbdef0 0101dcca 02008853 00ffa460 01003dbd 02fb3f0f 010231e3 01fc2040
0101f0ef 00fd9393 01ff3702 02f8df88 00fc4a1e 01ffc982 01fcfd21 00fdf022 01ff3e4c 01fddfae 01f9d993 01066494 020063ad 01f6f4a0 010077dd 01f6dba5 00fd6642 01ff4a3a 0100ac00 01fd7fb1 00fe1d0b 0101d36f 02f9b41c 0100265c 01fd8ef2 02f7a1c3 01fdef00 00fefdd2 01f7a3d6 01fa6d7b 01022598 0103001f 00fc53f1 0103463b 0103b706 01fe42fd 00ff8726 01f81ace 01008044 01fd4c27
